# Korg.jl Solar Spectrum - Simple Format
# Teff=5780 K, logg=4.44, [M/H]=0.0
# Wavelength(Å)  NormalizedFlux  Continuum(erg/s/cm²/Å)
 5188.3300      0.963995     1.011607e+15
 5188.3400      0.964198     1.011605e+15
 5188.3500      0.964398     1.011603e+15
 5188.3600      0.964596     1.011601e+15
 5188.3700      0.964792     1.011600e+15
 5188.3800      0.965096     1.011598e+15
 5188.3900      0.965282     1.011596e+15
 5188.4000      0.965466     1.011594e+15
 5188.4100      0.965648     1.011592e+15
 5188.4200      0.965828     1.011590e+15
 5188.4300      0.966007     1.011588e+15
 5188.4400      0.966185     1.011587e+15
 5188.4500      0.966360     1.011585e+15
 5188.4600      0.966534     1.011583e+15
 5188.4700      0.966707     1.011581e+15
 5188.4800      0.966869     1.011579e+15
 5188.4900      0.967043     1.011577e+15
 5188.5000      0.967210     1.011576e+15
 5188.5100      0.967376     1.011574e+15
 5188.5200      0.967540     1.011572e+15
 5188.5300      0.967702     1.011570e+15
 5188.5400      0.967863     1.011568e+15
 5188.5500      0.968023     1.011566e+15
 5188.5600      0.968181     1.011565e+15
 5188.5700      0.968338     1.011563e+15
 5188.5800      0.968493     1.011561e+15
 5188.5900      0.968646     1.011559e+15
 5188.6000      0.968798     1.011557e+15
 5188.6100      0.968949     1.011555e+15
 5188.6200      0.969098     1.011554e+15
 5188.6300      0.969245     1.011552e+15
 5188.6400      0.969391     1.011550e+15
 5188.6500      0.969535     1.011548e+15
 5188.6600      0.969678     1.011546e+15
 5188.6700      0.969819     1.011544e+15
 5188.6800      0.969959     1.011543e+15
 5188.6900      0.970097     1.011541e+15
 5188.7000      0.970233     1.011539e+15
 5188.7100      0.970367     1.011537e+15
 5188.7200      0.970499     1.011535e+15
 5188.7300      0.970629     1.011533e+15
 5188.7400      0.970757     1.011532e+15
 5188.7500      0.970882     1.011530e+15
 5188.7600      0.971004     1.011528e+15
 5188.7700      0.971122     1.011526e+15
 5188.7800      0.971235     1.011524e+15
 5188.7900      0.971343     1.011522e+15
 5188.8000      0.971441     1.011520e+15
 5188.8100      0.971528     1.011519e+15
 5188.8200      0.971595     1.011517e+15
 5188.8300      0.971623     1.011515e+15
 5188.8400      0.971411     1.011513e+15
 5188.8500      0.970732     1.011511e+15
 5188.8600      0.967165     1.011509e+15
 5188.8700      0.953675     1.011508e+15
 5188.8800      0.920998     1.011506e+15
 5188.8900      0.875249     1.011504e+15
 5188.9000      0.845905     1.011502e+15
 5188.9100      0.856558     1.011500e+15
 5188.9200      0.898605     1.011498e+15
 5188.9300      0.940558     1.011497e+15
 5188.9400      0.963134     1.011495e+15
 5188.9500      0.970648     1.011493e+15
 5188.9600      0.972474     1.011491e+15
 5188.9700      0.972953     1.011489e+15
 5188.9800      0.973180     1.011487e+15
 5188.9900      0.973344     1.011486e+15
 5189.0000      0.973480     1.011484e+15
 5189.0100      0.973600     1.011482e+15
 5189.0200      0.973708     1.011480e+15
 5189.0300      0.973808     1.011478e+15
 5189.0400      0.973900     1.011476e+15
 5189.0500      0.973987     1.011474e+15
 5189.0600      0.974068     1.011472e+15
 5189.0700      0.974143     1.011470e+15
 5189.0800      0.974213     1.011468e+15
 5189.0900      0.974277     1.011466e+15
 5189.1000      0.974229     1.011464e+15
 5189.1100      0.974265     1.011462e+15
 5189.1200      0.974292     1.011460e+15
 5189.1300      0.974305     1.011458e+15
 5189.1400      0.974216     1.011456e+15
 5189.1500      0.974176     1.011455e+15
 5189.1600      0.974102     1.011453e+15
 5189.1700      0.973977     1.011451e+15
 5189.1800      0.973761     1.011449e+15
 5189.1900      0.973319     1.011447e+15
 5189.2000      0.972159     1.011445e+15
 5189.2100      0.968733     1.011443e+15
 5189.2200      0.959398     1.011441e+15
 5189.2300      0.938830     1.011439e+15
 5189.2400      0.904881     1.011437e+15
 5189.2500      0.865539     1.011435e+15
 5189.2600      0.837334     1.011433e+15
 5189.2700      0.833839     1.011431e+15
 5189.2800      0.855654     1.011429e+15
 5189.2900      0.887548     1.011427e+15
 5189.3000      0.899718     1.011425e+15
 5189.3100      0.852658     1.011423e+15
 5189.3200      0.723531     1.011421e+15
 5189.3300      0.561772     1.011419e+15
 5189.3400      0.446075     1.011418e+15
 5189.3500      0.390540     1.011416e+15
 5189.3600      0.377054     1.011414e+15
 5189.3700      0.398586     1.011412e+15
 5189.3800      0.466032     1.011410e+15
 5189.3900      0.596248     1.011408e+15
 5189.4000      0.762458     1.011406e+15
 5189.4100      0.887301     1.011404e+15
 5189.4200      0.944874     1.011402e+15
 5189.4300      0.964082     1.011400e+15
 5189.4400      0.970054     1.011398e+15
 5189.4500      0.972269     1.011396e+15
 5189.4600      0.973462     1.011394e+15
 5189.4700      0.974244     1.011392e+15
 5189.4800      0.974804     1.011390e+15
 5189.4900      0.975230     1.011388e+15
 5189.5000      0.975570     1.011386e+15
 5189.5100      0.975838     1.011384e+15
 5189.5200      0.976055     1.011383e+15
 5189.5300      0.976233     1.011381e+15
 5189.5400      0.976381     1.011379e+15
 5189.5500      0.976503     1.011377e+15
 5189.5600      0.976604     1.011375e+15
 5189.5700      0.976656     1.011373e+15
 5189.5800      0.976711     1.011371e+15
 5189.5900      0.976735     1.011369e+15
 5189.6000      0.976661     1.011367e+15
 5189.6100      0.976186     1.011365e+15
 5189.6200      0.974484     1.011363e+15
 5189.6300      0.970588     1.011361e+15
 5189.6400      0.965347     1.011359e+15
 5189.6500      0.962426     1.011357e+15
 5189.6600      0.964499     1.011355e+15
 5189.6700      0.969614     1.011353e+15
 5189.6800      0.973874     1.011351e+15
 5189.6900      0.975792     1.011349e+15
 5189.7000      0.976358     1.011347e+15
 5189.7100      0.976410     1.011346e+15
 5189.7200      0.976318     1.011344e+15
 5189.7300      0.976150     1.011342e+15
 5189.7400      0.975860     1.011340e+15
 5189.7500      0.975112     1.011338e+15
 5189.7600      0.973209     1.011336e+15
 5189.7700      0.968858     1.011334e+15
 5189.7800      0.960951     1.011332e+15
 5189.7900      0.950480     1.011330e+15
 5189.8000      0.941519     1.011328e+15
 5189.8100      0.938957     1.011326e+15
 5189.8200      0.944184     1.011324e+15
 5189.8300      0.953946     1.011322e+15
 5189.8400      0.963124     1.011320e+15
 5189.8500      0.968950     1.011318e+15
 5189.8600      0.971523     1.011316e+15
 5189.8700      0.972214     1.011314e+15
 5189.8800      0.972091     1.011312e+15
 5189.8900      0.971770     1.011310e+15
 5189.9000      0.971175     1.011309e+15
 5189.9100      0.970465     1.011307e+15
 5189.9200      0.969635     1.011305e+15
 5189.9300      0.968767     1.011303e+15
 5189.9400      0.967648     1.011301e+15
 5189.9500      0.966351     1.011299e+15
 5189.9600      0.964835     1.011297e+15
 5189.9700      0.963047     1.011295e+15
 5189.9800      0.960911     1.011293e+15
 5189.9900      0.958298     1.011291e+15
 5190.0000      0.955106     1.011289e+15
 5190.0100      0.951152     1.011287e+15
 5190.0200      0.946001     1.011285e+15
 5190.0300      0.938865     1.011283e+15
 5190.0400      0.927731     1.011281e+15
 5190.0500      0.904977     1.011279e+15
 5190.0600      0.842778     1.011277e+15
 5190.0700      0.688866     1.011275e+15
 5190.0800      0.473373     1.011273e+15
 5190.0900      0.329008     1.011271e+15
 5190.1000      0.258960     1.011269e+15
 5190.1100      0.222568     1.011267e+15
 5190.1200      0.203265     1.011265e+15
 5190.1300      0.195823     1.011263e+15
 5190.1400      0.198678     1.011260e+15
 5190.1500      0.212405     1.011258e+15
 5190.1600      0.240201     1.011256e+15
 5190.1700      0.291909     1.011254e+15
 5190.1800      0.395667     1.011252e+15
 5190.1900      0.576787     1.011250e+15
 5190.2000      0.733921     1.011248e+15
 5190.2100      0.772319     1.011246e+15
 5190.2200      0.712711     1.011244e+15
 5190.2300      0.581253     1.011242e+15
 5190.2400      0.437597     1.011240e+15
 5190.2500      0.343043     1.011238e+15
 5190.2600      0.292539     1.011236e+15
 5190.2700      0.265212     1.011234e+15
 5190.2800      0.251283     1.011232e+15
 5190.2900      0.247451     1.011230e+15
 5190.3000      0.253001     1.011228e+15
 5190.3100      0.268992     1.011226e+15
 5190.3200      0.299451     1.011224e+15
 5190.3300      0.355961     1.011222e+15
 5190.3400      0.460690     1.011220e+15
 5190.3500      0.612288     1.011218e+15
 5190.3600      0.749471     1.011216e+15
 5190.3700      0.833258     1.011214e+15
 5190.3800      0.876768     1.011211e+15
 5190.3900      0.901015     1.011209e+15
 5190.4000      0.916756     1.011207e+15
 5190.4100      0.927898     1.011205e+15
 5190.4200      0.936246     1.011203e+15
 5190.4300      0.942758     1.011201e+15
 5190.4400      0.948073     1.011199e+15
 5190.4500      0.952446     1.011197e+15
 5190.4600      0.956036     1.011195e+15
 5190.4700      0.959041     1.011193e+15
 5190.4800      0.961596     1.011191e+15
 5190.4900      0.963786     1.011189e+15
 5190.5000      0.965681     1.011187e+15
 5190.5100      0.967332     1.011185e+15
 5190.5200      0.968781     1.011183e+15
 5190.5300      0.970060     1.011181e+15
 5190.5400      0.971196     1.011179e+15
 5190.5500      0.972215     1.011177e+15
 5190.5600      0.973125     1.011175e+15
 5190.5700      0.973945     1.011173e+15
 5190.5800      0.974686     1.011171e+15
 5190.5900      0.975360     1.011169e+15
 5190.6000      0.975973     1.011167e+15
 5190.6100      0.976535     1.011165e+15
 5190.6200      0.977050     1.011163e+15
 5190.6300      0.977524     1.011160e+15
 5190.6400      0.977961     1.011158e+15
 5190.6500      0.978365     1.011156e+15
 5190.6600      0.978740     1.011154e+15
 5190.6700      0.979089     1.011152e+15
 5190.6800      0.979413     1.011150e+15
 5190.6900      0.979716     1.011148e+15
 5190.7000      0.979999     1.011146e+15
 5190.7100      0.980265     1.011144e+15
 5190.7200      0.980514     1.011142e+15
 5190.7300      0.980748     1.011140e+15
 5190.7400      0.980968     1.011138e+15
 5190.7500      0.981176     1.011136e+15
 5190.7600      0.981372     1.011134e+15
 5190.7700      0.981558     1.011132e+15
 5190.7800      0.981733     1.011130e+15
 5190.7900      0.981900     1.011128e+15
 5190.8000      0.982058     1.011126e+15
 5190.8100      0.982208     1.011124e+15
 5190.8200      0.982350     1.011122e+15
 5190.8300      0.982486     1.011120e+15
 5190.8400      0.982615     1.011118e+15
 5190.8500      0.982738     1.011116e+15
 5190.8600      0.982856     1.011114e+15
 5190.8700      0.982968     1.011111e+15
 5190.8800      0.983075     1.011109e+15
 5190.8900      0.983178     1.011107e+15
 5190.9000      0.983276     1.011105e+15
 5190.9100      0.983306     1.011103e+15
 5190.9200      0.983380     1.011101e+15
 5190.9300      0.983441     1.011099e+15
 5190.9400      0.983475     1.011097e+15
 5190.9500      0.983414     1.011095e+15
 5190.9600      0.983013     1.011093e+15
 5190.9700      0.981557     1.011091e+15
 5190.9800      0.977545     1.011089e+15
 5190.9900      0.969085     1.011087e+15
 5191.0000      0.955879     1.011085e+15
 5191.0100      0.941470     1.011083e+15
 5191.0200      0.932544     1.011081e+15
 5191.0300      0.934044     1.011079e+15
 5191.0400      0.945149     1.011077e+15
 5191.0500      0.959937     1.011075e+15
 5191.0600      0.972193     1.011073e+15
 5191.0700      0.979473     1.011071e+15
 5191.0800      0.982753     1.011069e+15
 5191.0900      0.983944     1.011067e+15
 5191.1000      0.984333     1.011065e+15
 5191.1100      0.984477     1.011062e+15
 5191.1200      0.984556     1.011060e+15
 5191.1300      0.984615     1.011058e+15
 5191.1400      0.984665     1.011056e+15
 5191.1500      0.984760     1.011054e+15
 5191.1600      0.984792     1.011052e+15
 5191.1700      0.984822     1.011050e+15
 5191.1800      0.984851     1.011048e+15
 5191.1900      0.984879     1.011046e+15
 5191.2000      0.984905     1.011044e+15
 5191.2100      0.984930     1.011042e+15
 5191.2200      0.984953     1.011040e+15
 5191.2300      0.984975     1.011038e+15
 5191.2400      0.984995     1.011036e+15
 5191.2500      0.985014     1.011034e+15
 5191.2600      0.985032     1.011032e+15
 5191.2700      0.985048     1.011030e+15
 5191.2800      0.985063     1.011028e+15
 5191.2900      0.985077     1.011026e+15
 5191.3000      0.985089     1.011024e+15
 5191.3100      0.985100     1.011022e+15
 5191.3200      0.985110     1.011020e+15
 5191.3300      0.985118     1.011018e+15
 5191.3400      0.985125     1.011016e+15
 5191.3500      0.985131     1.011014e+15
 5191.3600      0.985136     1.011011e+15
 5191.3700      0.985139     1.011009e+15
 5191.3800      0.985141     1.011007e+15
 5191.3900      0.985142     1.011005e+15
 5191.4000      0.985141     1.011003e+15
 5191.4100      0.985139     1.011001e+15
 5191.4200      0.985136     1.010999e+15
 5191.4300      0.985131     1.010997e+15
 5191.4400      0.985125     1.010995e+15
 5191.4500      0.985118     1.010993e+15
 5191.4600      0.985109     1.010991e+15
 5191.4700      0.985099     1.010989e+15
 5191.4800      0.985088     1.010987e+15
 5191.4900      0.985075     1.010985e+15
 5191.5000      0.985061     1.010983e+15
 5191.5100      0.985045     1.010981e+15
 5191.5200      0.985028     1.010979e+15
 5191.5300      0.985010     1.010977e+15
 5191.5400      0.984990     1.010975e+15
 5191.5500      0.984968     1.010973e+15
 5191.5600      0.984945     1.010971e+15
 5191.5700      0.984920     1.010969e+15
 5191.5800      0.984894     1.010967e+15
 5191.5900      0.984866     1.010965e+15
 5191.6000      0.984836     1.010963e+15
 5191.6100      0.984805     1.010960e+15
 5191.6200      0.984772     1.010958e+15
 5191.6300      0.984737     1.010956e+15
 5191.6400      0.984701     1.010954e+15
 5191.6500      0.984663     1.010952e+15
 5191.6600      0.984622     1.010950e+15
 5191.6700      0.984580     1.010948e+15
 5191.6800      0.984536     1.010946e+15
 5191.6900      0.984490     1.010944e+15
 5191.7000      0.984442     1.010942e+15
 5191.7100      0.984391     1.010940e+15
 5191.7200      0.984339     1.010938e+15
 5191.7300      0.984284     1.010936e+15
 5191.7400      0.984227     1.010934e+15
 5191.7500      0.984168     1.010932e+15
 5191.7600      0.984106     1.010930e+15
 5191.7700      0.984042     1.010928e+15
 5191.7800      0.983975     1.010926e+15
 5191.7900      0.983906     1.010924e+15
 5191.8000      0.983834     1.010922e+15
 5191.8100      0.983759     1.010920e+15
 5191.8200      0.983681     1.010918e+15
 5191.8300      0.983600     1.010916e+15
 5191.8400      0.983516     1.010914e+15
 5191.8500      0.983430     1.010911e+15
 5191.8600      0.983339     1.010909e+15
 5191.8700      0.983246     1.010907e+15
 5191.8800      0.983149     1.010905e+15
 5191.8900      0.983048     1.010903e+15
 5191.9000      0.982944     1.010901e+15
 5191.9100      0.982835     1.010899e+15
 5191.9200      0.982723     1.010897e+15
 5191.9300      0.982607     1.010895e+15
 5191.9400      0.982486     1.010893e+15
 5191.9500      0.982361     1.010891e+15
 5191.9600      0.982231     1.010889e+15
 5191.9700      0.982096     1.010887e+15
 5191.9800      0.981956     1.010885e+15
 5191.9900      0.981811     1.010883e+15
 5192.0000      0.981661     1.010881e+15
 5192.0100      0.981505     1.010879e+15
 5192.0200      0.981343     1.010877e+15
 5192.0300      0.981175     1.010875e+15
 5192.0400      0.981001     1.010873e+15
 5192.0500      0.980820     1.010871e+15
 5192.0600      0.980632     1.010869e+15
 5192.0700      0.980437     1.010867e+15
 5192.0800      0.980234     1.010865e+15
 5192.0900      0.980023     1.010862e+15
